,Somamer,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism_x,Units,Type,Dilution,Symbol,Symbol_unique,EstimatedCV,EstimatedCV_low,PlasmaScaleFactor_v4_to_v4.1,PlasmaLinsCCC,PlasmaLinsCCC_low
6563,TCP11.8334.65,8334-65,3,SL018477,T-complex protein 11 homolog,TCP11,Q8WWU5,6954,TCP11,Human,RFU,Protein,20,TCP11,TCP11,5,1,0.934,0.765,0
6564,GRAMD1C.8336.267,8336-267,3,SL014534,GRAM domain-containing protein 1C,GRM1C,Q8IYS0,54762,GRAMD1C,Human,RFU,Protein,20,GRAMD1C,GRAMD1C.1,2.5,1,0.953,0.861,0
6565,PTPRU.8337.65,8337-65,3,SL018463,Receptor-type tyrosine-protein phosphatase U,PTPRU,Q92729,10076,PTPRU,Human,RFU,Protein,20,PTPRU,PTPRU,3.5,1,0.811,0.909,0
6566,DEFB110.8340.9,8340-9,3,SL012533,Beta-defensin 110,DB110,Q30KQ9,245913,DEFB110,Human,RFU,Protein,20,DEFB110,DEFB110,4.5,1,1.124,0.893,0
6567,PAPOLG.8343.224,8343-224,3,SL018484,Poly(A) polymerase gamma,PAPOG,Q9BWT3,64895,PAPOLG,Human,RFU,Protein,20,PAPOLG,PAPOLG,3.5,1,0.875,0.897,0
6568,GPX7.8345.27,8345-27,3,SL007609,Glutathione peroxidase 7,GPX7,Q96SL4,2882,GPX7,Human,RFU,Protein,20,GPX7,GPX7,4.5,1,0.934,0.895,0
6569,DPP7.8346.9,8346-9,3,SL008916,Dipeptidyl peptidase 2,DPP2,Q9UHL4,29952,DPP7,Human,RFU,Protein,20,DPP7,DPP7,3.5,1,0.759,0.891,0
6570,DEFB129.8347.222,8347-222,3,SL012830,Beta-defensin 129,DB129,Q9H1M3,140881,DEFB129,Human,RFU,Protein,20,DEFB129,DEFB129,6,1,1.128,0.84,0
6571,EPHB2.8348.4,8348-4,3,SL007179,Ephrin type-B receptor 2,EPHB2,P29323,2048,EPHB2,Human,RFU,Protein,20,EPHB2,EPHB2.2,5.5,1,,,0
6572,PRSS57.8351.17,8351-17,3,SL018485,Serine protease 57,PRS57,Q6UWY2,400668,PRSS57,Human,RFU,Protein,20,PRSS57,PRSS57,4.5,1,0.729,0.916,0
6573,SIGLEC12.8352.26,8352-26,3,SL025985,"Sialic acid-binding Ig-like lectin 12:Ig-like C2-type 2 domain, Isoform short",SIG12:Ig-like C2-type 2,Q96PQ1,89858,SIGLEC12,Human,RFU,Protein,0.5,SIGLEC12,SIGLEC12.2,3,1,0.84,0.883,0
6574,SCN2B.8353.15,8353-15,3,SL018464,Sodium channel subunit beta-2,SCN2B,O60939,6327,SCN2B,Human,RFU,Protein,20,SCN2B,SCN2B,3,1,0.497,0.904,0
6575,ISM1.8355.80,8355-80,3,SL018469,Isthmin-1,ISM1,B1AKI9,140862,None,Human,RFU,Protein,20,ISM1,ISM1,4,1,0.894,0.838,0
6576,OXT.8356.88,8356-88,3,SL009326,Oxytocin-neurophysin 1,NEU1,P01178,5020,OXT,Human,RFU,Protein,20,OXT,OXT.2,4,1,0.875,0.959,0
6577,SULT4A1.8357.43,8357-43,3,SL018475,Sulfotransferase 4A1,ST4A1,Q9BR01,25830,SULT4A1,Human,RFU,Protein,20,SULT4A1,SULT4A1,3.5,1,1.037,0.887,0
6578,PRDX3.8358.30,8358-30,3,SL005000,"Thioredoxin-dependent peroxide reductase, mitochondrial",Peroxiredoxin-3,P30048,10935,PRDX3,Human,RFU,Protein,20,PRDX3,PRDX3,7,1,0.793,0.894,0
6579,STK17B.8359.149,8359-149,3,SL016566,Serine/threonine-protein kinase 17B,DRAK2,O94768,9262,STK17B,Human,RFU,Protein,20,STK17B,STK17B.2,3,1,,,0
6580,NCR1.8360.169,8360-169,3,SL005207,Natural cytotoxicity triggering receptor 1,NKp46,O76036,9437,NCR1,Human,RFU,Protein,20,NCR1,NCR1.2,5,1,0.754,0.945,0
6581,ELAPOR2.8363.18,8363-18,3,SL018473,UPF0577 protein KIAA1324-like,K132L,A8MWY0,222223,ELAPOR2,Human,RFU,Protein,20,ELAPOR2,ELAPOR2,3,1,0.944,0.89,0
6582,UST.8364.74,8364-74,3,SL006797,Uronyl 2-sulfotransferase,UST,Q9Y2C2,10090,UST,Human,RFU,Protein,20,UST,UST,4.5,1,0.912,0.845,0
6583,C1orf115.8366.19,8366-19,3,SL018486,Uncharacterized protein C1orf115,CA115,Q9H7X2,79762,C1orf115,Human,RFU,Protein,20,C1orf115,C1orf115,4,1,1.133,0.834,0
6584,VSIG1.8367.142,8367-142,3,SL018491,V-set and immunoglobulin domain-containing protein 1,VSIG1,Q86XK7,340547,VSIG1,Human,RFU,Protein,20,VSIG1,VSIG1,3.5,1,0.816,0.881,0
6585,TNFRSF1B.8368.102,8368-102,3,SL001800,Tumor necrosis factor receptor superfamily member 1B,TNF sR-II,P20333,7133,TNFRSF1B,Human,RFU,Protein,0.5,TNFRSF1B,TNFRSF1B.2,3.5,1,0.971,0.95,0
6586,DAG1.8369.102,8369-102,3,SL018467,Dystroglycan,DAG1,Q14118,1605,DAG1,Human,RFU,Protein,20,DAG1,DAG1.2,4,1,1.028,0.875,0
6587,CDHR1.8372.29,8372-29,3,SL017405,Cadherin-related family member 1,CDHR1,Q96JP9,92211,CDHR1,Human,RFU,Protein,20,CDHR1,CDHR1,2.5,1,1.116,0.883,0
6588,NGFR.8374.5,8374-5,3,SL004638,Tumor necrosis factor receptor superfamily member 16,NGF R,P08138,4804,NGFR,Human,RFU,Protein,20,NGFR,NGFR,8.5,1,0.936,0.839,0
6589,LHB.8376.25,8376-25,4,SL018465,Lutropin subunit beta,LSHB,P01229,3972,LHB,Human,RFU,Protein,20,LHB,LHB,3.5,1,1.173,0.916,0
6590,LDOC1.8378.3,8378-3,4,SL018470,Protein LDOC1,LDOC1,O95751,23641,LDOC1,Human,RFU,Protein,20,LDOC1,LDOC1,2.5,1,0.996,0.945,0
6591,DLK1.8380.244,8380-244,4,SL025835,Protein delta homolog 1:Cytoplasmic domain,DLK1:CD,P80370,8788,DLK1,Human,RFU,Protein,20,DLK1,DLK1.3,3.5,1,0.939,0.74,0
6592,MAPKAPK5.8382.47,8382-47,3,SL010504,MAP kinase-activated protein kinase 5,MAPK5,Q8IW41,8550,MAPKAPK5,Human,RFU,Protein,20,MAPKAPK5,MAPKAPK5.2,7.5,1,1.092,0.966,0
6593,CK094.8383.20,8383-20,3,SL018492,Uncharacterized protein C11orf94,CK094,C9JXX5,143678,None,Human,RFU,Protein,20,CK094,CK094,4,1,0.985,0.872,0
6594,HGFAC.8385.248,8385-248,3,SL006512,Hepatocyte growth factor activator,HGFA,Q04756,3083,HGFAC,Human,RFU,Protein,0.5,HGFAC,HGFAC.2,7.5,1,,,0
6595,PATE1.8386.11,8386-11,3,SL006948,Prostate and testis expressed protein 1,PATE,Q8WXA2,160065,PATE1,Human,RFU,Protein,20,PATE1,PATE1,4.5,1,0.917,0.924,0
6596,SPAST.8388.24,8388-24,3,SL025989,Spastin:Cytoplasmic domain,Spastin:CD,Q9UBP0,6683,SPAST,Human,RFU,Protein,20,SPAST,SPAST.2,2.5,1,1.039,0.917,0
6597,LRRC74A.8389.8,8389-8,3,SL018481,Leucine-rich repeat-containing protein 74A,CN16B,Q0VAA2,145497,LRRC74A,Human,RFU,Protein,20,LRRC74A,LRRC74A,7.5,1,0.859,0.535,0
6598,COX7A1.8390.25,8390-25,3,SL018487,"Cytochrome c oxidase subunit 7A1, mitochondrial",CX7A1,P24310,1346,COX7A1,Human,RFU,Protein,20,COX7A1,COX7A1,3,1,0.65,0.874,0
6599,DEFB115.8391.12,8391-12,3,SL012528,Beta-defensin 115,DB115,Q30KQ5,245929,DEFB115,Human,RFU,Protein,20,DEFB115,DEFB115,3,1,1.382,0.918,0
6600,CTSF.8393.121,8393-121,3,SL008381,Cathepsin F,CATF,Q9UBX1,8722,CTSF,Human,RFU,Protein,20,CTSF,CTSF.1,4.5,1,,,0
6601,RNASE2.8394.56,8394-56,3,SL004559,Non-secretory ribonuclease,RNase 2,P10153,6036,RNASE2,Human,RFU,Protein,20,RNASE2,RNASE2,2.5,1,0.92,0.929,0
6602,FAAH2.8396.42,8396-42,3,SL018476,Fatty-acid amide hydrolase 2,FAAH2,Q6GMR7,158584,FAAH2,Human,RFU,Protein,20,FAAH2,FAAH2,2.5,1,0.862,0.922,0
6603,QSOX2.8397.147,8397-147,3,SL018482,Sulfhydryl oxidase 2,QSOX2,Q6ZRP7,169714,QSOX2,Human,RFU,Protein,0.5,QSOX2,QSOX2,3,1,0.795,0.957,0
6604,RARRES1.8398.277,8398-277,3,SL005892,Retinoic acid receptor responder protein 1,RAR-responsive protein TIG1,P49788,5918,RARRES1,Human,RFU,Protein,20,RARRES1,RARRES1,4,1,0.853,0.932,0
6605,STK17B.8399.6,8399-6,3,SL016566,Serine/threonine-protein kinase 17B,DRAK2,O94768,9262,STK17B,Human,RFU,Protein,20,STK17B,STK17B.3,5.5,1,1.036,0.72,0
6606,GRP.8400.74,8400-74,3,SL002071,Gastrin-releasing peptide,Gastrin-releasing peptide,P07492,2922,GRP,Human,RFU,Protein,20,GRP,GRP.2,2.5,1,0.816,0.917,0
6607,CYTL1.8402.22,8402-22,3,SL012849,Cytokine-like protein 1,CYTL1,Q9NRR1,54360,CYTL1,Human,RFU,Protein,0.5,CYTL1,CYTL1,50,0,1.199,0.147,1
6608,FASN.8403.18,8403-18,3,SL000073,Fatty acid synthase,Fatty acid synthase,P49327,2194,FASN,Human,RFU,Protein,20,FASN,FASN,5,1,0.625,0.913,0
6609,BOLA2.8404.102,8404-102,3,SL010249,BolA-like protein 2,BolA-like protein 2,Q9H3K6,552900,BOLA2,Human,RFU,Protein,20,BOLA2,BOLA2,5.5,1,0.922,0.926,0
6610,ADAM10.8405.108,8405-108,3,SL025785,Disintegrin and metalloproteinase domain-containing protein 10:Extracellular domain,ADAM 10:ECD,O14672,102,ADAM10,Human,RFU,Protein,20,ADAM10,ADAM10.1,5.5,1,0.89,0.915,0
6611,IGF1.8406.17,8406-17,3,SL000047,Insulin-like growth factor I,IGF-I,P05019,3479,IGF1,Human,RFU,Protein,20,IGF1,IGF1.2,6,1,0.93,0.857,0
6612,NOTCH2.8407.84,8407-84,3,SL007356,Neurogenic locus notch homolog protein 2,NOTC2,Q04721,4853,NOTCH2,Human,RFU,Protein,0.5,NOTCH2,NOTCH2.3,4.5,1,,,0
6613,RSPO2.8409.3,8409-3,3,SL013989,R-spondin-2,RSPO2,Q6UXX9,340419,RSPO2,Human,RFU,Protein,20,RSPO2,RSPO2.2,2.5,1,0.925,0.934,0
6614,CTNNB1.8418.30,8418-30,3,SL002723,Catenin beta-1,b-Catenin,P35222,1499,CTNNB1,Human,RFU,Protein,20,CTNNB1,CTNNB1.1,7,1,,,0
6615,CTNNB1.8424.269,8424-269,3,SL002723,Catenin beta-1,b-Catenin,P35222,1499,CTNNB1,Human,RFU,Protein,20,CTNNB1,CTNNB1.2,14,0,0.773,0.68,0
6616,RSPO3.8427.118,8427-118,3,SL018509,R-spondin-3,RSPO3,Q9BXY4,84870,RSPO3,Human,RFU,Protein,20,RSPO3,RSPO3.2,3.5,1,0.895,0.91,0
6617,NTM.8428.102,8428-102,3,SL009074,Neurotrimin,NTRI,Q9P121,50863,NTM,Human,RFU,Protein,0.5,NTM,NTM.3,5.5,1,0.507,0.91,0
6618,AXIN2.8429.16,8429-16,3,SL018508,Axin-2,AXIN2,Q9Y2T1,8313,AXIN2,Human,RFU,Protein,20,AXIN2,AXIN2.2,4,1,0.46,0.863,0
6619,ADCYAP1.8446.4,8446-4,3,SL011508,Pituitary adenylate cyclase-activating polypeptide 27,PACAP-27,P18509,116,ADCYAP1,Human,RFU,Protein,20,ADCYAP1,ADCYAP1.3,7.5,1,0.771,0.906,0
6620,GHRL.8447.11,8447-11,3,SL004269,Appetite-regulating hormone,ghrelin,Q9UBU3,51738,GHRL,Human,RFU,Protein,20,GHRL,GHRL.3,3,1,0.936,0.898,0
6621,ADCYAP1.8450.36,8450-36,3,SL011498,Pituitary adenylate cyclase-activating polypeptide 38,PACAP-38,P18509,116,ADCYAP1,Human,RFU,Protein,20,ADCYAP1,ADCYAP1.4,4.5,1,1.178,0.819,0
6622,SNCA.8458.111,8458-111,3,SL005266,Alpha-synuclein,a-Synuclein,P37840,6622,SNCA,Human,RFU,Protein,20,SNCA,SNCA.1,11.5,1,0.825,0.882,0
6623,SNCA.8458.16,8458-16,3,SL005266,Alpha-synuclein,a-Synuclein,P37840,6622,SNCA,Human,RFU,Protein,20,SNCA,SNCA.2,7.5,1,,,0
6624,BMP6.8459.10,8459-10,3,SL003993,Bone morphogenetic protein 6,BMP-6,P22004,654,BMP6,Human,RFU,Protein,0.5,BMP6,BMP6.2,5.5,1,0.914,0.692,0
6625,GH1.8462.18,8462-18,3,SL000442,Somatotropin,HGH,P01241,2688,GH1,Human,RFU,Protein,20,GH1,GH1,6,1,1.045,0.875,0
6626,SOD3.8463.2,8463-2,3,SL003672,Extracellular superoxide dismutase [Cu-Zn],SOD3,P08294,6649,SOD3,Human,RFU,Protein,0.5,SOD3,SOD3.2,5.5,1,,,0
6627,RSPO4.8464.31,8464-31,3,SL012517,R-spondin-4,RSPO4,Q2I0M5,343637,RSPO4,Human,RFU,Protein,20,RSPO4,RSPO4,4,1,0.938,0.869,0
6628,CTSH.8465.52,8465-52,3,SL000346,Cathepsin H,Cathepsin H,P09668,1512,CTSH,Human,RFU,Protein,20,CTSH,CTSH.1,7,1,0.747,0.871,0
6629,INHBA.INHBB.8467.9,8467-9,3,SL004837,Inhibin beta A chain:Inhibin beta B chain heterodimer,Activin AB,P08476|P09529,3624|3625,INHBA|INHBB,Human,RFU,Protein,20,INHBA|INHBB,INHBA|INHBB.2,4.5,1,0.937,0.884,0
6630,KLK3.8468.19,8468-19,3,SL000062,Prostate-specific antigen,PSA,P07288,354,KLK3,Human,RFU,Protein,20,KLK3,KLK3.4,5.5,1,0.771,0.786,0
6631,IGFBP2.8469.41,8469-41,3,SL000466,Insulin-like growth factor-binding protein 2,IGFBP-2,P18065,3485,IGFBP2,Human,RFU,Protein,0.5,IGFBP2,IGFBP2.3,5,1,0.93,0.984,0
6632,RNASEH1.8470.213,8470-213,3,SL017528,Ribonuclease H1,RNase H1,O60930,246243,RNASEH1,Human,RFU,Protein,20,RNASEH1,RNASEH1,5.5,1,1.21,0.768,0
6633,ROR1.8474.6,8474-6,3,SL006114,Inactive tyrosine-protein kinase transmembrane receptor ROR1,ROR1,Q01973,4919,ROR1,Human,RFU,Protein,20,ROR1,ROR1.2,7.5,1,,,0
6634,MMP7.8475.15,8475-15,3,SL000525,Matrilysin,MMP-7,P09237,4316,MMP7,Human,RFU,Protein,20,MMP7,MMP7.2,5,1,,,0
6635,CHGA.8476.11,8476-11,3,SL002762,Chromogranin-A,CgA,P10645,1113,CHGA,Human,RFU,Protein,20,CHGA,CHGA.2,8.5,1,1.058,0.777,0
6636,MMP10.8479.4,8479-4,3,SL000645,Stromelysin-2,MMP-10,P09238,4319,MMP10,Human,RFU,Protein,20,MMP10,MMP10.2,3.5,1,0.714,0.945,0
6637,EFEMP1.8480.29,8480-29,3,SL006527,EGF-containing fibulin-like extracellular matrix protein 1,FBLN3,Q12805,2202,EFEMP1,Human,RFU,Protein,0.005,EFEMP1,EFEMP1,5.5,1,3.295,0.699,0
6638,LEP.8484.24,8484-24,3,SL000498,Leptin,Leptin,P41159,3952,LEP,Human,RFU,Protein,20,LEP,LEP.2,7,1,0.62,0.975,0
6639,KEAP1.8485.7,8485-7,3,SL017529,Kelch-like ECH-associated protein 1,KEAP1,Q14145,9817,KEAP1,Human,RFU,Protein,20,KEAP1,KEAP1.2,2.5,1,0.958,0.966,0
6640,ITGA2B.ITGB3.8488.33,8488-33,3,SL000542,Integrin alpha-IIb: beta-3 complex,gpIIbIIIa,P08514|P05106,3674|3690,ITGA2B|ITGB3,Human,RFU,Protein,20,ITGA2B|ITGB3,ITGA2B|ITGB3.3,4,1,,,0
6641,ADAM30.8520.8,8520-8,3,SL018586,Disintegrin and metalloproteinase domain-containing protein 30,ADA30,Q9UKF2,11085,ADAM30,Human,RFU,Protein,20,ADAM30,ADAM30,5,1,0.915,0.832,0
6642,ISLR2.8528.74,8528-74,3,SL018587,Immunoglobulin superfamily containing leucine-rich repeat protein 2,ISLR2,Q6UXK2,57611,ISLR2,Human,RFU,Protein,20,ISLR2,ISLR2.2,6,1,,,0
6643,TNFRSF10B.8529.1,8529-1,3,SL026016,Tumor necrosis factor receptor superfamily member 10B:Death domain,TRAIL R2:Death,O14763,8795,TNFRSF10B,Human,RFU,Protein,20,TNFRSF10B,TNFRSF10B.3,4.5,1,1.083,0.913,0
6644,DMKN.8535.102,8535-102,3,SL010588,Dermokine,Dermokine,Q6E0U4,93099,DMKN,Human,RFU,Protein,20,DMKN,DMKN.2,2.5,1,1.164,0.867,0
6645,C17orf78.8545.14,8545-14,3,SL025826,Uncharacterized protein C17orf78:C-term,CQ078:C-term,Q8N4C9,284099,C17orf78,Human,RFU,Protein,20,C17orf78,C17orf78.2,2.5,1,,,0
6646,RETREG1.8556.5,8556-5,3,SL018572,Protein FAM134B,F134B,Q9H6L5,54463,RETREG1,Human,RFU,Protein,20,RETREG1,RETREG1,2.5,1,0.987,0.946,0
6647,PLVAP.8565.160,8565-160,3,SL006716,Plasmalemma vesicle-associated protein,PLVAP,Q9BX97,83483,PLVAP,Human,RFU,Protein,20,PLVAP,PLVAP,4,1,1.034,0.977,0
6648,ARL8B.8569.147,8569-147,3,SL008557,ADP-ribosylation factor-like protein 8B,ARL8B,Q9NVJ2,55207,ARL8B,Human,RFU,Protein,20,ARL8B,ARL8B,2.5,1,0.927,0.907,0
6649,SPINK14.8587.21,8587-21,3,SL012570,Serine protease inhibitor Kazal-type 14,ISK52,Q6IE38,408187,SPINK14,Human,RFU,Protein,20,SPINK14,SPINK14,3.5,1,0.938,0.897,0
6650,CDCP1.8589.13,8589-13,3,SL017488,CUB domain-containing protein 1,CDCP1,Q9H5V8,64866,CDCP1,Human,RFU,Protein,20,CDCP1,CDCP1.3,8,1,1.141,0.744,0
6651,TMEM9.8597.1,8597-1,3,SL026007,Transmembrane protein 9:Cytoplasmic domain,TMEM9:CD,Q9P0T7,252839,TMEM9,Human,RFU,Protein,0.5,TMEM9,TMEM9.1,3.5,1,1.009,0.838,0
6652,LRP1.8601.167,8601-167,3,SL025987,"Low-density lipoprotein receptor-related protein 1, soluble:Cytoplasmic domain",sLRP1:CD,Q07954,4035,LRP1,Human,RFU,Protein,20,LRP1,LRP1.2,4,1,0.86,0.955,0
6653,GPNMB.8606.39,8606-39,3,SL025877,Transmembrane glycoprotein NMB:Cytoplasmic domain,GPNMB:CD,Q14956,10457,GPNMB,Human,RFU,Protein,20,GPNMB,GPNMB.4,3.5,1,0.761,0.867,0
6654,KLK14.8620.56,8620-56,3,SL003919,Kallikrein-14,kallikrein 14,Q9P0G3,43847,KLK14,Human,RFU,Protein,20,KLK14,KLK14.3,6,1,,,0
6655,UNC5D.8624.16,8624-16,3,SL005231,Netrin receptor UNC5D,UNC5H4,Q6UXZ4,137970,UNC5D,Human,RFU,Protein,20,UNC5D,UNC5D.3,3.5,1,,,0
6656,ERMAP.8631.13,8631-13,3,SL009002,Erythroid membrane-associated protein,ERMAP,Q96PL5,114625,ERMAP,Human,RFU,Protein,20,ERMAP,ERMAP,4.5,1,0.824,0.959,0
6657,RNF128.8633.18,8633-18,3,SL025970,E3 ubiquitin-protein ligase RNF128:region 2,RN128:region 2,Q8TEB7,79589,RNF128,Human,RFU,Protein,20,RNF128,RNF128.2,5,1,0.863,0.746,0
6658,ZPBP.8635.283,8635-283,3,SL005453,Zona pellucida-binding protein 1,ZPBP1,Q9BS86,11055,ZPBP,Human,RFU,Protein,20,ZPBP,ZPBP,6,1,1.019,0.487,0
6659,CTSH.8644.46,8644-46,3,SL000346,Cathepsin H,Cathepsin H,P09668,1512,CTSH,Human,RFU,Protein,20,CTSH,CTSH.2,7.5,1,,,0
6660,PEX14.8645.257,8645-257,3,SL025959,Peroxisomal membrane protein PEX14:C-term,PEX14:C-term,O75381,5195,PEX14,Human,RFU,Protein,20,PEX14,PEX14.2,9,1,,,0
6661,LRRTM4.8646.61,8646-61,3,SL025925,"Leucine-rich repeat transmembrane neuronal protein 4:Isoform 2, Cytoplasmic domain",LRRT4:CD,Q86VH4,80059,LRRTM4,Human,RFU,Protein,20,LRRTM4,LRRTM4.2,6,1,0.866,0.753,0
6662,DNAJC4.8653.132,8653-132,3,SL025839,DnaJ homolog subfamily C member 4:C-term,DNJC4:C-term,Q9NNZ3,3338,DNAJC4,Human,RFU,Protein,20,DNAJC4,DNAJC4.2,15.5,0,0.892,0.462,0
6663,ADAM10.8654.13,8654-13,3,SL025786,Disintegrin and metalloproteinase domain-containing protein 10:Cytoplasmic domain,ADAM 10:CD,O14672,102,ADAM10,Human,RFU,Protein,20,ADAM10,ADAM10.2,3.5,1,0.985,0.817,0
6664,MPIG6B.8659.68,8659-68,3,SL025869,"Protein G6b:Isoform B, Cytoplasmic domain",G6B:CD,O95866,80739,MPIG6B,Human,RFU,Protein,20,MPIG6B,MPIG6B.2,2,1,1.07,0.817,0
6665,OLFML3.8660.33,8660-33,3,SL009409,Olfactomedin-like protein 3,OLFL3,Q9NRN5,56944,OLFML3,Human,RFU,Protein,0.5,OLFML3,OLFML3.1,4,1,,,0
6666,OLFML3.8660.5,8660-5,3,SL009409,Olfactomedin-like protein 3,OLFL3,Q9NRN5,56944,OLFML3,Human,RFU,Protein,0.5,OLFML3,OLFML3.2,2.5,1,0.857,0.793,0
6667,PKDCC.8664.36,8664-36,3,SL018607,Extracellular tyrosine-protein kinase PKDCC,PKDCC,Q504Y2,91461,PKDCC,Human,RFU,Protein,20,PKDCC,PKDCC,9,1,0.887,0.512,0
6668,TRAPPC5.8671.378,8671-378,3,SL018633,Trafficking protein particle complex subunit 5,TPPC5,Q8IUR0,126003,TRAPPC5,Human,RFU,Protein,20,TRAPPC5,TRAPPC5,4,1,1.162,0.768,0
6669,PGRMC2.8681.93,8681-93,3,SL025960,"Membrane-associated progesterone receptor component 2:N-term, Isoform 2",PGRC2:N-term,O15173,10424,PGRMC2,Human,RFU,Protein,20,PGRMC2,PGRMC2.3,11,1,1.041,0.551,0
6670,HIKESHI.8686.342,8686-342,3,SL018631,Protein Hikeshi,HIKES,Q53FT3,51501,HIKESHI,Human,RFU,Protein,20,HIKESHI,HIKESHI,4.5,1,1.072,0.714,0
6671,TMEM106B.8687.26,8687-26,3,SL017964,Transmembrane protein 106B,T106B,Q9NUM4,54664,TMEM106B,Human,RFU,Protein,20,TMEM106B,TMEM106B,3.5,1,0.975,0.925,0
6672,CAV3.8690.25,8690-25,3,SL018617,Caveolin-3,CAV3,P56539,859,CAV3,Human,RFU,Protein,20,CAV3,CAV3,4,1,0.937,0.8,0
6673,GAL3ST1.8696.15,8696-15,3,SL016050,Galactosylceramide sulfotransferase,G3ST1,Q99999,9514,GAL3ST1,Human,RFU,Protein,20,GAL3ST1,GAL3ST1,11,1,0.945,0.674,0
6674,GPC1.8697.38,8697-38,3,SL000069,Glypican-1,Glypican 1,P35052,2817,GPC1,Human,RFU,Protein,20,GPC1,GPC1,3,1,0.845,0.869,0
6675,CRIM1.8699.43,8699-43,3,SL025828,Cysteine-rich motor neuron 1 protein:Cytoplasmic domain,CRIM1:CD,Q9NZV1,51232,CRIM1,Human,RFU,Protein,20,CRIM1,CRIM1.3,6,1,0.929,0.575,0
6676,GALNT11.8700.325,8700-325,3,SL018621,Polypeptide N-acetylgalactosaminyltransferase 11,GLT11,Q8NCW6,63917,GALNT11,Human,RFU,Protein,20,GALNT11,GALNT11,4.5,1,0.944,0.561,0
6677,OSCAR.8702.42,8702-42,3,SL012677,Osteoclast-associated immunoglobulin-like receptor,OSCAR,Q8IYS5,126014,OSCAR,Human,RFU,Protein,20,OSCAR,OSCAR.2,4,1,,,0
6678,CD74.8748.45,8748-45,3,SL007076,HLA class II histocompatibility antigen gamma chain,HG2A,P04233,972,CD74,Human,RFU,Protein,20,CD74,CD74.2,3,1,0.853,0.879,0
6679,CD1D.8749.194,8749-194,3,SL007129,Antigen-presenting glycoprotein CD1d,CD1D,P15813,912,CD1D,Human,RFU,Protein,20,CD1D,CD1D,3.5,1,0.904,0.826,0
6680,VCL.8750.46,8750-46,3,SL004893,Vinculin,Vinculin,P18206,7414,VCL,Human,RFU,Protein,20,VCL,VCL,4.5,1,0.847,0.779,0
6681,NMU.8754.5,8754-5,3,SL007247,Neuromedin-U,NMU,P48645,10874,NMU,Human,RFU,Protein,20,NMU,NMU,4.5,1,1.028,0.778,0
6682,KCNE5.8756.41,8756-41,3,SL025906,"Potassium voltage-gated channel subfamily E regulatory beta subunit 5:N-term, opposite side of membrane",KCE1L:N-term,Q9UJ90,23630,KCNE5,Human,RFU,Protein,20,KCNE5,KCNE5.1,4,1,0.952,0.905,0
6683,PCDHA7.8758.2,8758-2,3,SL018673,Protocadherin alpha-7,PCDA7,Q9UN72,56141,PCDHA7,Human,RFU,Protein,0.5,PCDHA7,PCDHA7,4.5,1,0.647,0.967,0
6684,A4GALT.8759.29,8759-29,3,SL002622,Lactosylceramide 4-alpha-galactosyltransferase,"a1,4-Galactosyltransferase",Q9NPC4,53947,A4GALT,Human,RFU,Protein,20,A4GALT,A4GALT,4,1,0.881,0.897,0
6685,DCUN1D5.8760.10,8760-10,3,SL018682,DCN1-like protein 5,DCNL5,Q9BTE7,84259,DCUN1D5,Human,RFU,Protein,0.5,DCUN1D5,DCUN1D5,3.5,1,0.491,0.879,0
6686,CD70.8762.38,8762-38,3,SL007195,CD70 antigen,CD70,P32970,970,CD70,Human,RFU,Protein,20,CD70,CD70.2,3.5,1,,,0
6687,LILRA5.8766.29,8766-29,3,SL018231,Leukocyte immunoglobulin-like receptor subfamily A member 5,LIRA5,A6NI73,353514,LILRA5,Human,RFU,Protein,20,LILRA5,LILRA5.2,4.5,1,0.822,0.803,0
6688,ECE1.8767.44,8767-44,3,SL025847,Endothelin-converting enzyme 1:Cytoplasmic domain,Endothelin-converting enzyme 1:CD,P42892,1889,ECE1,Human,RFU,Protein,20,ECE1,ECE1.2,8.5,1,0.995,0.561,0
6689,BCL10.8768.4,8768-4,3,SL005248,B-cell lymphoma/leukemia 10,Bcl-10,O95999,8915,BCL10,Human,RFU,Protein,20,BCL10,BCL10,3,1,0.94,0.925,0
6690,EFNB2.8772.5,8772-5,3,SL025840,Ephrin-B2:Cytoplasmic domain,EFNB2:CD,P52799,1948,EFNB2,Human,RFU,Protein,20,EFNB2,EFNB2.2,3.5,1,1.116,0.765,0
6691,EMILIN3.8773.172,8773-172,3,SL025844,EMILIN-3:region 1,EMIL3:region 1,Q9NT22,90187,EMILIN3,Human,RFU,Protein,20,EMILIN3,EMILIN3.1,6,1,0.712,0.845,0
6692,FAM24B.8775.61,8775-61,3,SL018676,Protein FAM24B,FA24B,Q8N5W8,196792,FAM24B,Human,RFU,Protein,20,FAM24B,FAM24B,3,1,1.21,0.894,0
6693,ERLIN1.8776.10,8776-10,3,SL018683,Erlin-1,ERLN1,O75477,10613,ERLIN1,Human,RFU,Protein,20,ERLIN1,ERLIN1,5.5,1,1.059,0.496,0
6694,NOG.8778.3,8778-3,3,SL004683,Noggin,Noggin,Q13253,9241,NOG,Human,RFU,Protein,20,NOG,NOG.2,4,1,0.246,0.781,0
